,batter_id,batter_name,year,month,am_avg,avg,AB,R,H,1B,2B,3B,HR,RBI,BB,HBP,SO,GDP,BABIP,SLG,OBP,am_BABIP,am_SLG,am_OBP
1258,64,김지수,2017,7,0.0,0.17600000000000002,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19,0.17,0.322
1259,64,김지수,2017,8,0.176,0.17600000000000002,17.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.231,0.176,0.222,0.979,0.654,0.655
1260,64,김지수,2017,9,0.0,0.171,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1261,64,김지수,2018,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.358
1262,64,김지수,2018,4,0.238,0.227,21.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,2.0,0.333,0.238,0.385,0.161,0.22,0.428
1263,64,김지수,2018,5,0.0,0.152,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.147,0.132,0.367
1264,64,김지수,2018,6,0.0,0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184,0.174,0.359
1265,64,김지수,2018,10,0.0,0.147,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.172,0.154,0.319
1266,65,김진곤,2015,4,0.188,0.188,16.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.25,0.25,0.188,0.25,0.25,0.188
1267,65,김진곤,2015,5,0.158,0.171,19.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.25,0.158,0.2,0.125,0.079,0.1
1268,65,김진곤,2015,6,0.286,0.19,7.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.286,0.286,0.286,0.095,0.095,0.429
1269,65,김진곤,2015,7,0.2,0.191,5.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.333,0.2,0.2,0.169,0.162,0.383
1270,65,김진곤,2015,8,0.276,0.224,29.0,4.0,8.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.308,0.276,0.276,0.187,0.174,0.388
1271,65,김진곤,2015,9,0.125,0.214,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.125,0.125,0.182,0.163,0.348
1272,65,김진곤,2015,10,0.0,0.212,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.176,0.158,0.327
1273,65,김진곤,2016,6,0.2,0.2,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.22,0.2,0.356
1274,65,김진곤,2016,7,0.0,0.14300000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.197,0.18,0.327
1275,65,김진곤,2016,8,0.0,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211,0.206,0.332
1276,65,김진곤,2017,4,0.167,0.16699999999999998,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.167,0.167,0.235,0.227,0.35
1277,65,김진곤,2017,5,0.0,0.16699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.233,0.224,0.342
1278,65,김진곤,2017,9,0.267,0.25,30.0,7.0,8.0,6.0,1.0,0.0,1.0,4.0,1.0,0.0,10.0,0.0,0.368,0.4,0.29,0.257,0.253,0.356
1279,65,김진곤,2017,10,0.667,0.282,3.0,2.0,2.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.667,0.667,0.331,0.371,0.393
1280,65,김진곤,2018,5,0.182,0.182,11.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.222,0.273,0.182,0.272,0.275,0.355
1281,65,김진곤,2018,6,0.0,0.125,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.242,0.241,0.322
1282,65,김진곤,2018,9,1.0,0.17600000000000002,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.296,0.289,0.368
1283,65,김진곤,2018,10,0.0,0.14300000000000002,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237,0.237,0.307
1284,66,김철호,2018,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1285,67,김태균,2001,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5
1286,67,김태균,2001,5,0.485,0.471,33.0,8.0,16.0,9.0,5.0,0.0,2.0,9.0,4.0,1.0,7.0,0.0,0.583,0.818,0.553,0.292,0.409,0.276
1287,67,김태균,2001,6,0.231,0.342,39.0,6.0,9.0,5.0,2.0,0.0,2.0,5.0,3.0,1.0,11.0,2.0,0.269,0.436,0.302,0.09,0.145,0.434
1288,67,김태균,2001,7,0.24,0.316,25.0,3.0,6.0,4.0,0.0,0.0,2.0,5.0,3.0,0.0,9.0,1.0,0.286,0.48,0.321,0.157,0.232,0.413
1289,67,김태균,2001,8,0.323,0.319,62.0,18.0,20.0,9.0,2.0,1.0,8.0,15.0,11.0,0.0,20.0,0.0,0.353,0.774,0.425,0.196,0.273,0.418
1290,67,김태균,2001,9,0.373,0.336,75.0,14.0,28.0,18.0,4.0,1.0,5.0,19.0,16.0,1.0,19.0,1.0,0.451,0.653,0.489,0.224,0.251,0.408
1291,67,김태균,2001,10,0.3,0.335,10.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,0.5,0.6,0.462,0.247,0.243,0.393
1292,67,김태균,2002,4,0.265,0.265,49.0,3.0,13.0,10.0,3.0,0.0,0.0,7.0,6.0,0.0,19.0,1.0,0.433,0.327,0.345,0.249,0.216,0.374
1293,67,김태균,2002,5,0.289,0.276,38.0,3.0,11.0,8.0,1.0,0.0,2.0,5.0,5.0,0.0,12.0,0.0,0.375,0.474,0.372,0.239,0.232,0.368
1294,67,김태균,2002,6,0.194,0.242,62.0,3.0,12.0,9.0,3.0,0.0,0.0,2.0,9.0,1.0,23.0,3.0,0.308,0.242,0.306,0.241,0.23,0.363
1295,67,김태균,2002,7,0.2,0.236,25.0,2.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,1.0,0.333,0.2,0.231,0.25,0.23,0.356
1296,67,김태균,2002,8,0.333,0.257,48.0,6.0,16.0,10.0,3.0,0.0,3.0,13.0,5.0,1.0,15.0,2.0,0.433,0.583,0.407,0.269,0.272,0.376
1297,67,김태균,2002,9,0.258,0.257,66.0,8.0,17.0,14.0,1.0,0.0,2.0,5.0,15.0,0.0,22.0,6.0,0.357,0.364,0.395,0.256,0.25,0.364
1298,67,김태균,2002,10,0.2,0.255,10.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.25,0.2,0.2,0.278,0.266,0.36
1299,67,김태균,2003,4,0.28,0.28,75.0,6.0,21.0,12.0,5.0,0.0,4.0,14.0,8.0,0.0,20.0,2.0,0.333,0.507,0.349,0.28,0.29,0.366
1300,67,김태균,2003,5,0.319,0.302,94.0,10.0,30.0,18.0,5.0,1.0,6.0,13.0,10.0,2.0,17.0,2.0,0.338,0.585,0.396,0.263,0.277,0.346
1301,67,김태균,2003,6,0.324,0.309,74.0,14.0,24.0,14.0,5.0,0.0,5.0,20.0,16.0,2.0,17.0,3.0,0.365,0.595,0.457,0.259,0.266,0.336
1302,67,김태균,2003,7,0.286,0.305,49.0,7.0,14.0,10.0,1.0,0.0,3.0,7.0,10.0,1.0,11.0,1.0,0.314,0.49,0.417,0.254,0.264,0.33
1303,67,김태균,2003,8,0.351,0.316,97.0,14.0,34.0,26.0,2.0,1.0,5.0,19.0,21.0,2.0,19.0,4.0,0.397,0.546,0.475,0.245,0.253,0.316
1304,67,김태균,2003,9,0.337,0.32,89.0,16.0,30.0,16.0,6.0,0.0,8.0,22.0,14.0,2.0,22.0,1.0,0.373,0.674,0.438,0.246,0.259,0.312
1305,67,김태균,2003,10,0.0,0.319,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.225,0.228,0.291
1306,67,김태균,2004,4,0.351,0.35100000000000003,94.0,13.0,33.0,25.0,5.0,0.0,3.0,16.0,11.0,0.0,23.0,1.0,0.441,0.5,0.419,0.249,0.253,0.311
1307,67,김태균,2004,5,0.305,0.33,82.0,13.0,25.0,15.0,6.0,0.0,4.0,21.0,9.0,3.0,16.0,2.0,0.339,0.524,0.394,0.253,0.257,0.311
1308,67,김태균,2004,6,0.345,0.335,87.0,11.0,30.0,23.0,5.0,1.0,1.0,18.0,17.0,0.0,17.0,4.0,0.42,0.46,0.452,0.265,0.268,0.32
1309,67,김태균,2004,7,0.348,0.337,69.0,15.0,24.0,12.0,3.0,0.0,9.0,23.0,9.0,2.0,11.0,2.0,0.306,0.783,0.438,0.264,0.286,0.322
1310,67,김태균,2004,8,0.247,0.32,77.0,15.0,19.0,12.0,1.0,0.0,6.0,21.0,11.0,0.0,17.0,1.0,0.241,0.494,0.341,0.256,0.267,0.315
1311,67,김태균,2004,9,0.389,0.328,54.0,8.0,21.0,16.0,5.0,0.0,0.0,6.0,11.0,1.0,8.0,1.0,0.457,0.481,0.5,0.262,0.268,0.323
1312,67,김태균,2004,10,0.1,0.32299999999999995,10.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,7.0,0.0,0.333,0.2,0.25,0.266,0.258,0.312
1313,67,김태균,2005,4,0.228,0.228,79.0,11.0,18.0,11.0,4.0,0.0,3.0,8.0,14.0,2.0,10.0,9.0,0.227,0.392,0.358,0.008,0.014,0.012
1314,67,김태균,2005,5,0.355,0.297,93.0,15.0,33.0,21.0,7.0,1.0,4.0,20.0,12.0,0.0,18.0,1.0,0.408,0.581,0.429,0.014,0.019,0.014
1315,67,김태균,2005,6,0.333,0.309,87.0,10.0,29.0,17.0,7.0,1.0,4.0,27.0,8.0,0.0,14.0,4.0,0.362,0.575,0.389,0.334,0.664,0.658
1316,67,김태균,2005,7,0.316,0.31,76.0,15.0,24.0,15.0,6.0,0.0,3.0,13.0,7.0,1.0,9.0,3.0,0.328,0.513,0.381,0.094,0.125,0.334
1317,67,김태균,2005,8,0.297,0.308,64.0,10.0,19.0,11.0,4.0,0.0,4.0,19.0,7.0,2.0,15.0,1.0,0.333,0.547,0.384,0.132,0.131,0.335
1318,67,김태균,2005,9,0.371,0.317,62.0,12.0,23.0,13.0,5.0,0.0,5.0,13.0,12.0,1.0,7.0,2.0,0.36,0.694,0.48,0.155,0.159,0.332
1319,67,김태균,2006,4,0.325,0.325,77.0,10.0,25.0,18.0,5.0,0.0,2.0,12.0,4.0,1.0,20.0,2.0,0.418,0.468,0.366,0.322,0.236,0.363
1320,67,김태균,2006,5,0.276,0.301,76.0,13.0,21.0,15.0,5.0,0.0,1.0,12.0,16.0,1.0,14.0,1.0,0.328,0.382,0.409,0.199,0.181,0.333
1321,67,김태균,2006,6,0.195,0.265,77.0,7.0,15.0,10.0,4.0,0.0,1.0,6.0,11.0,0.0,20.0,5.0,0.25,0.286,0.295,0.98,0.657,0.657
1322,67,김태균,2006,7,0.4,0.28300000000000003,35.0,7.0,14.0,10.0,3.0,0.0,1.0,9.0,7.0,0.0,7.0,1.0,0.481,0.571,0.5,0.013,0.015,0.013
1323,67,김태균,2006,8,0.306,0.289,85.0,15.0,26.0,16.0,5.0,0.0,5.0,19.0,23.0,0.0,14.0,4.0,0.318,0.541,0.454,0.008,0.014,0.369
1324,67,김태균,2006,9,0.296,0.29,71.0,13.0,21.0,13.0,5.0,0.0,3.0,14.0,21.0,0.0,14.0,5.0,0.333,0.493,0.457,0.161,0.227,0.43
1325,67,김태균,2006,10,0.5,0.29100000000000004,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.16,0.144,0.379
1326,67,김태균,2007,4,0.273,0.273,66.0,9.0,18.0,10.0,3.0,0.0,5.0,19.0,12.0,0.0,12.0,0.0,0.265,0.545,0.385,0.19,0.187,0.368
1327,67,김태균,2007,5,0.41,0.34700000000000003,78.0,21.0,32.0,19.0,5.0,0.0,8.0,25.0,20.0,1.0,13.0,1.0,0.421,0.782,0.535,0.182,0.173,0.332
1328,67,김태균,2007,6,0.278,0.32299999999999995,79.0,15.0,22.0,15.0,3.0,0.0,4.0,14.0,21.0,0.0,18.0,2.0,0.316,0.468,0.43,0.243,0.234,0.379
1329,67,김태균,2007,7,0.222,0.301,63.0,6.0,14.0,13.0,1.0,0.0,0.0,8.0,15.0,0.0,11.0,5.0,0.269,0.238,0.372,0.253,0.302,0.383
1330,67,김태균,2007,8,0.304,0.301,69.0,5.0,21.0,17.0,1.0,0.0,3.0,13.0,15.0,1.0,9.0,1.0,0.316,0.449,0.435,0.252,0.295,0.383
1331,67,김태균,2007,9,0.176,0.29,34.0,6.0,6.0,5.0,0.0,0.0,1.0,6.0,6.0,0.0,5.0,4.0,0.179,0.265,0.3,0.244,0.26,0.367
1332,67,김태균,2007,10,0.25,0.29,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.5,0.25,0.4,0.262,0.258,0.376
1333,67,김태균,2008,4,0.269,0.269,78.0,16.0,21.0,10.0,4.0,0.0,7.0,23.0,15.0,1.0,15.0,0.0,0.25,0.59,0.394,0.251,0.258,0.361
1334,67,김태균,2008,5,0.397,0.329,68.0,19.0,27.0,15.0,3.0,1.0,8.0,22.0,9.0,1.0,14.0,2.0,0.413,0.824,0.474,0.284,0.313,0.377
1335,67,김태균,2008,6,0.337,0.332,83.0,12.0,28.0,17.0,7.0,0.0,4.0,19.0,12.0,0.0,12.0,1.0,0.358,0.566,0.421,0.275,0.291,0.366
1336,67,김태균,2008,7,0.326,0.33,89.0,20.0,29.0,13.0,9.0,0.0,7.0,19.0,18.0,2.0,10.0,3.0,0.306,0.663,0.45,0.259,0.263,0.34
1337,67,김태균,2008,8,0.263,0.326,19.0,5.0,5.0,3.0,0.0,0.0,2.0,3.0,4.0,0.0,3.0,0.0,0.214,0.579,0.391,0.257,0.27,0.336
1338,67,김태균,2008,9,0.338,0.328,68.0,9.0,23.0,16.0,4.0,0.0,3.0,6.0,6.0,1.0,12.0,2.0,0.377,0.529,0.4,0.258,0.281,0.334
1339,67,김태균,2008,10,0.0,0.324,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.241,0.246,0.309
1340,67,김태균,2009,4,0.407,0.407,54.0,14.0,22.0,14.0,3.0,0.0,5.0,11.0,7.0,3.0,6.0,0.0,0.395,0.741,0.5,0.242,0.257,0.308
1341,67,김태균,2009,5,0.182,0.294,55.0,6.0,10.0,6.0,3.0,0.0,1.0,3.0,2.0,0.0,20.0,2.0,0.265,0.291,0.211,0.237,0.252,0.308
1342,67,김태균,2009,6,0.353,0.302,17.0,0.0,6.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.4,0.353,0.353,0.245,0.247,0.308
1343,67,김태균,2009,7,0.386,0.332,70.0,14.0,27.0,17.0,2.0,0.0,8.0,21.0,9.0,1.0,14.0,4.0,0.396,0.757,0.462,0.25,0.279,0.327
1344,67,김태균,2009,8,0.26,0.312,73.0,15.0,19.0,15.0,2.0,0.0,2.0,9.0,17.0,2.0,17.0,2.0,0.315,0.37,0.413,0.264,0.28,0.325
1345,67,김태균,2009,9,0.403,0.33,67.0,14.0,27.0,19.0,5.0,0.0,3.0,16.0,10.0,0.0,12.0,3.0,0.462,0.612,0.481,0.274,0.285,0.33
1346,67,김태균,2012,4,0.46,0.46,63.0,8.0,29.0,24.0,3.0,0.0,2.0,10.0,8.0,0.0,9.0,0.0,0.519,0.603,0.521,0.262,0.266,0.317
1347,67,김태균,2012,5,0.41,0.4320000000000001,83.0,14.0,34.0,23.0,8.0,0.0,3.0,20.0,21.0,2.0,10.0,3.0,0.443,0.614,0.538,0.261,0.274,0.322
1348,67,김태균,2012,6,0.283,0.388,60.0,9.0,17.0,10.0,4.0,0.0,3.0,14.0,8.0,1.0,10.0,3.0,0.298,0.5,0.377,0.266,0.265,0.317
1349,67,김태균,2012,7,0.393,0.39,61.0,12.0,24.0,18.0,2.0,0.0,4.0,14.0,10.0,1.0,10.0,3.0,0.426,0.623,0.486,0.011,0.013,0.017
1350,67,김태균,2012,8,0.403,0.392,67.0,12.0,27.0,21.0,3.0,0.0,3.0,12.0,18.0,2.0,10.0,0.0,0.444,0.582,0.54,0.023,0.022,0.018
1351,67,김태균,2012,9,0.229,0.364,70.0,6.0,16.0,13.0,2.0,0.0,1.0,7.0,10.0,4.0,18.0,2.0,0.294,0.3,0.357,0.329,0.647,0.651
1352,67,김태균,2012,10,0.333,0.363,12.0,0.0,4.0,2.0,2.0,0.0,0.0,3.0,6.0,1.0,2.0,0.0,0.4,0.5,0.579,0.098,0.126,0.337
1353,67,김태균,2013,3,0.5,0.5,10.0,1.0,5.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.556,0.7,0.5,0.137,0.133,0.335
1354,67,김태균,2013,4,0.343,0.364,67.0,9.0,23.0,15.0,5.0,0.0,3.0,11.0,12.0,3.0,9.0,2.0,0.364,0.552,0.463,0.162,0.157,0.333
1355,67,김태균,2013,5,0.261,0.315,69.0,9.0,18.0,13.0,5.0,0.0,0.0,9.0,29.0,1.0,19.0,4.0,0.36,0.333,0.485,0.316,0.228,0.361
1356,67,김태균,2013,6,0.303,0.311,66.0,4.0,20.0,18.0,2.0,0.0,0.0,5.0,5.0,1.0,18.0,2.0,0.417,0.333,0.361,0.199,0.178,0.328
1357,67,김태균,2013,7,0.327,0.314,52.0,8.0,17.0,8.0,6.0,0.0,3.0,9.0,7.0,2.0,7.0,4.0,0.333,0.615,0.426,0.964,0.649,0.646
1358,67,김태균,2013,8,0.275,0.308,51.0,4.0,14.0,11.0,2.0,0.0,1.0,7.0,10.0,1.0,7.0,2.0,0.302,0.373,0.403,0.01,0.019,0.015
1359,67,김태균,2013,9,0.353,0.31,17.0,5.0,6.0,3.0,1.0,0.0,2.0,5.0,5.0,0.0,5.0,0.0,0.4,0.765,0.5,0.01,0.016,0.366
1360,67,김태균,2013,10,0.538,0.319,13.0,1.0,7.0,5.0,1.0,0.0,1.0,3.0,5.0,0.0,1.0,0.0,0.545,0.846,0.667,0.158,0.222,0.426
1361,67,김태균,2014,3,0.375,0.375,8.0,0.0,3.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.429,0.5,0.444,0.163,0.153,0.379
1362,67,김태균,2014,4,0.3,0.309,60.0,6.0,18.0,14.0,3.0,0.0,1.0,9.0,16.0,2.0,12.0,2.0,0.362,0.4,0.462,0.197,0.188,0.37
1363,67,김태균,2014,5,0.383,0.35200000000000004,94.0,14.0,36.0,27.0,8.0,0.0,1.0,21.0,8.0,0.0,13.0,2.0,0.438,0.5,0.431,0.181,0.166,0.327
1364,67,김태균,2014,6,0.438,0.379,73.0,17.0,32.0,17.0,7.0,0.0,8.0,26.0,9.0,3.0,15.0,4.0,0.48,0.863,0.518,0.239,0.232,0.374
1365,67,김태균,2014,7,0.389,0.38,36.0,6.0,14.0,11.0,2.0,0.0,1.0,6.0,12.0,2.0,6.0,1.0,0.448,0.528,0.56,0.26,0.304,0.381
1366,67,김태균,2014,8,0.329,0.369,76.0,9.0,25.0,19.0,5.0,0.0,1.0,9.0,10.0,3.0,9.0,4.0,0.364,0.434,0.427,0.249,0.292,0.379
1367,67,김태균,2014,9,0.324,0.365,37.0,10.0,12.0,5.0,2.0,0.0,5.0,8.0,7.0,0.0,8.0,1.0,0.292,0.784,0.432,0.25,0.267,0.368
1368,67,김태균,2014,10,0.368,0.365,38.0,4.0,14.0,11.0,2.0,0.0,1.0,3.0,7.0,1.0,9.0,4.0,0.464,0.5,0.478,0.255,0.256,0.389
1369,67,김태균,2015,3,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.625,0.263,0.248,0.361
1370,67,김태균,2015,4,0.294,0.282,68.0,11.0,20.0,10.0,6.0,0.0,4.0,17.0,17.0,3.0,10.0,5.0,0.296,0.559,0.455,0.289,0.317,0.381
1371,67,김태균,2015,5,0.325,0.297,40.0,6.0,13.0,6.0,4.0,0.0,3.0,13.0,11.0,0.0,8.0,0.0,0.345,0.65,0.471,0.276,0.29,0.366
1372,67,김태균,2015,6,0.405,0.341,74.0,15.0,30.0,16.0,5.0,0.0,9.0,34.0,15.0,3.0,17.0,2.0,0.438,0.838,0.522,0.266,0.268,0.343
1373,67,김태균,2015,7,0.323,0.336,65.0,11.0,21.0,16.0,4.0,0.0,1.0,15.0,20.0,2.0,14.0,4.0,0.4,0.431,0.494,0.261,0.266,0.336
1374,67,김태균,2015,8,0.297,0.326,91.0,11.0,27.0,17.0,6.0,0.0,4.0,17.0,19.0,3.0,15.0,5.0,0.319,0.495,0.434,0.258,0.282,0.334
1375,67,김태균,2015,9,0.304,0.322,56.0,6.0,17.0,14.0,3.0,0.0,0.0,8.0,10.0,1.0,12.0,2.0,0.386,0.357,0.418,0.243,0.247,0.31
1376,67,김태균,2015,10,0.091,0.316,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.125,0.091,0.167,0.241,0.265,0.308
1377,67,김태균,2016,4,0.294,0.294,85.0,9.0,25.0,19.0,5.0,0.0,1.0,12.0,15.0,0.0,15.0,2.0,0.348,0.388,0.4,0.234,0.249,0.306
1378,67,김태균,2016,5,0.325,0.31,83.0,18.0,27.0,19.0,6.0,0.0,2.0,18.0,25.0,2.0,17.0,3.0,0.391,0.47,0.491,0.242,0.249,0.308
1379,67,김태균,2016,6,0.374,0.332,91.0,12.0,34.0,24.0,7.0,0.0,3.0,17.0,17.0,2.0,18.0,2.0,0.443,0.549,0.482,0.251,0.274,0.327
1380,67,김태균,2016,7,0.397,0.34600000000000003,73.0,16.0,29.0,16.0,9.0,0.0,4.0,24.0,16.0,3.0,11.0,0.0,0.431,0.685,0.522,0.272,0.282,0.324
1381,67,김태균,2016,8,0.409,0.36,93.0,19.0,38.0,27.0,6.0,0.0,5.0,35.0,14.0,1.0,19.0,3.0,0.478,0.634,0.491,0.269,0.279,0.326
1382,67,김태균,2016,9,0.36,0.36,89.0,14.0,32.0,23.0,4.0,0.0,5.0,24.0,17.0,1.0,16.0,0.0,0.397,0.573,0.467,0.004,0.006,0.005
1383,67,김태균,2016,10,0.533,0.365,15.0,6.0,8.0,3.0,2.0,0.0,3.0,6.0,4.0,0.0,1.0,1.0,0.455,1.267,0.632,0.005,0.013,0.006
1384,67,김태균,2017,3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.335
1385,67,김태균,2017,4,0.406,0.394,64.0,11.0,26.0,20.0,4.0,0.0,2.0,14.0,12.0,0.0,7.0,2.0,0.436,0.562,0.5,0.134,0.204,0.391
1386,67,김태균,2017,5,0.361,0.377,72.0,8.0,26.0,17.0,4.0,0.0,5.0,20.0,7.0,2.0,16.0,1.0,0.412,0.625,0.432,0.129,0.123,0.334
1387,67,김태균,2017,6,0.325,0.358,77.0,12.0,25.0,20.0,4.0,0.0,1.0,18.0,7.0,1.0,8.0,2.0,0.353,0.416,0.388,0.206,0.2,0.382
1388,67,김태균,2017,7,0.268,0.333,82.0,9.0,22.0,10.0,6.0,0.0,6.0,13.0,6.0,0.0,17.0,7.0,0.271,0.561,0.318,0.177,0.162,0.327
1389,67,김태균,2017,8,0.5,0.348,28.0,8.0,14.0,7.0,4.0,0.0,3.0,9.0,4.0,1.0,5.0,0.0,0.55,0.964,0.576,0.005,0.009,0.005
1390,67,김태균,2017,9,0.182,0.337,22.0,2.0,4.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,1.0,0.211,0.182,0.308,0.126,0.164,0.115
1391,67,김태균,2017,10,0.444,0.34,9.0,1.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.444,0.444,0.5,0.098,0.083,0.406
1392,67,김태균,2018,3,0.321,0.321,28.0,1.0,9.0,7.0,1.0,0.0,1.0,3.0,0.0,1.0,9.0,0.0,0.444,0.464,0.345,0.165,0.196,0.401
1393,67,김태균,2018,4,0.257,0.28600000000000003,35.0,0.0,9.0,7.0,2.0,0.0,0.0,4.0,1.0,0.0,6.0,0.0,0.31,0.314,0.278,0.209,0.238,0.405
1394,67,김태균,2018,5,0.346,0.319,81.0,13.0,28.0,20.0,2.0,0.0,6.0,11.0,8.0,1.0,14.0,4.0,0.361,0.593,0.411,0.224,0.225,0.38
1395,67,김태균,2018,7,0.343,0.324,35.0,3.0,12.0,9.0,2.0,0.0,1.0,8.0,1.0,1.0,9.0,1.0,0.44,0.486,0.378,0.228,0.196,0.37
1396,67,김태균,2018,8,0.0,0.315,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.233,0.213,0.363
1397,67,김태균,2018,9,0.304,0.312,69.0,8.0,21.0,16.0,3.0,0.0,2.0,6.0,3.0,1.0,17.0,1.0,0.38,0.435,0.342,0.225,0.217,0.357
1398,67,김태균,2018,10,1.0,0.315,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.248,0.256,0.37
1399,68,김태연,2017,6,0.067,0.067,15.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,8.0,0.0,0.0,0.267,0.125,0.0,0.267,0.125
1400,68,김태연,2017,7,0.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1401,68,김태연,2017,8,0.0,0.048,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333
1402,68,김태연,2018,5,0.25,0.25,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.333,0.25,0.25,0.169,0.175,0.396
1403,68,김태연,2018,6,0.167,0.2,6.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.25,0.333,0.167,0.176,0.185,0.366
