,batter_id,batter_name,year,avg,G,AB,R,H,1B,2B,3B,HR,TB,BB,HBP,SO,SLG,OBP,OPS,BABIP
608,83,나주환,2008,0.247,118,361,43,89,67,16,3,3,120,26,6,64,0.332,0.303,0.635,0.2925170068027211
609,83,나주환,2009,0.28800000000000003,118,382,60,110,82,13,0,15,168,41,7,74,0.44,0.364,0.804,0.3242320819112628
610,83,나주환,2010,0.26899999999999996,100,305,49,82,60,13,2,7,120,25,5,74,0.39299999999999996,0.332,0.7250000000000001,0.33482142857142855
612,83,나주환,2014,0.273,127,422,64,115,83,25,0,7,161,36,3,101,0.382,0.332,0.7140000000000001,0.34394904458598724
613,83,나주환,2015,0.268,96,246,31,66,46,15,0,5,96,12,2,47,0.39,0.307,0.6970000000000001,0.31443298969072164
615,83,나주환,2017,0.29100000000000004,122,419,69,122,78,24,1,19,205,19,5,85,0.489,0.32899999999999996,0.8180000000000001,0.326984126984127
616,83,나주환,2018,0.262,119,362,54,95,59,24,0,12,155,38,5,66,0.428,0.33899999999999997,0.767,0.29225352112676056
617,84,나지완,2008,0.295,73,200,25,59,40,12,1,6,91,28,6,44,0.455,0.391,0.8460000000000001,0.35333333333333333
618,84,나지완,2009,0.263,128,384,58,101,66,12,0,23,182,58,8,90,0.474,0.368,0.8420000000000001,0.2878228782287823
619,84,나지완,2010,0.215,109,316,42,68,42,11,0,15,124,45,18,82,0.392,0.34299999999999997,0.7350000000000001,0.2420091324200913
620,84,나지완,2011,0.302,85,291,41,88,61,9,0,18,151,35,4,63,0.519,0.384,0.903,0.3333333333333333
621,84,나지완,2012,0.27399999999999997,124,398,40,109,80,17,1,11,161,56,13,93,0.405,0.377,0.782,0.3333333333333333
622,84,나지완,2013,0.287,125,435,57,125,86,18,0,21,206,62,18,111,0.474,0.39399999999999996,0.868,0.3432343234323432
623,84,나지완,2014,0.312,118,398,64,124,83,22,0,19,203,54,12,97,0.51,0.40399999999999997,0.914,0.3723404255319149
624,84,나지완,2015,0.253,116,304,34,77,54,16,0,7,114,46,16,79,0.375,0.37799999999999995,0.753,0.3211009174311927
625,84,나지완,2016,0.308,118,380,84,117,69,21,2,25,217,85,17,90,0.5710000000000001,0.451,1.022,0.3471698113207547
626,84,나지완,2017,0.301,137,459,85,138,88,20,3,27,245,62,23,105,0.534,0.405,0.939,0.3394495412844037
627,84,나지완,2018,0.271,114,317,50,86,42,18,0,26,182,38,19,81,0.574,0.377,0.951,0.2857142857142857
633,86,노수광,2016,0.309,77,207,43,64,54,4,2,4,84,20,1,46,0.406,0.373,0.779,0.3821656050955414
634,86,노수광,2017,0.285,131,382,72,109,82,18,3,6,151,25,9,84,0.395,0.34,0.7350000000000001,0.3527397260273973
635,86,노수광,2018,0.313,135,515,93,161,124,21,8,8,222,48,13,86,0.431,0.38299999999999995,0.8140000000000001,0.36342042755344417
636,87,노진혁,2013,0.223,117,327,32,73,49,19,2,3,105,26,1,83,0.321,0.282,0.603,0.29045643153526973
640,87,노진혁,2018,0.28300000000000003,125,420,52,119,83,21,4,11,181,33,2,92,0.431,0.337,0.768,0.34069400630914826
646,90,러프,2017,0.315,134,515,90,162,93,38,0,31,293,60,12,107,0.569,0.396,0.965,0.34748010610079577
647,90,러프,2018,0.33,137,506,97,167,98,32,4,33,306,65,18,107,0.605,0.419,1.024,0.366120218579235
648,91,로맥,2017,0.242,102,359,58,87,37,19,0,31,199,50,6,116,0.5539999999999999,0.344,0.898,0.2641509433962264
649,91,로맥,2018,0.316,141,528,102,167,105,19,0,43,315,72,10,123,0.597,0.40399999999999997,1.001,0.3425414364640884
654,95,로하스,2017,0.301,83,336,52,101,53,27,3,18,188,23,5,81,0.56,0.35100000000000003,0.9109999999999999,0.350210970464135
655,95,로하스,2018,0.305,144,564,114,172,98,30,1,43,333,71,7,142,0.59,0.38799999999999996,0.978,0.3403693931398417
658,96,류지혁,2016,0.28800000000000003,90,118,34,34,26,5,0,3,48,10,3,28,0.40700000000000003,0.35600000000000004,0.7629999999999999,0.3563218390804598
659,96,류지혁,2017,0.259,125,297,60,77,57,13,4,3,107,21,4,55,0.36,0.317,0.677,0.30962343096234307
660,96,류지혁,2018,0.268,128,228,52,61,53,7,0,1,71,29,10,43,0.311,0.3720000000000001,0.6829999999999999,0.32608695652173914
669,99,모창민,2008,0.223,91,130,30,29,23,5,0,1,37,12,0,38,0.285,0.287,0.5720000000000001,0.3076923076923077
670,99,모창민,2009,0.237,92,114,31,27,16,5,2,4,48,9,1,29,0.42100000000000004,0.298,0.7190000000000001,0.2839506172839506
673,99,모창민,2013,0.276,108,395,57,109,70,24,3,12,175,37,1,68,0.44299999999999995,0.33899999999999997,0.782,0.30793650793650795
674,99,모창민,2014,0.263,122,419,62,110,79,15,0,16,173,37,0,82,0.413,0.32,0.733,0.29283489096573206
675,99,모창민,2015,0.29,103,214,23,62,42,14,0,6,94,18,0,52,0.439,0.34,0.779,0.358974358974359
676,99,모창민,2016,0.331,63,133,16,44,31,8,0,5,67,9,1,24,0.504,0.37,0.8740000000000001,0.375
677,99,모창민,2017,0.312,136,474,64,148,103,25,3,17,230,39,2,81,0.485,0.361,0.846,0.3484042553191489
678,99,모창민,2018,0.27899999999999997,81,287,38,80,52,10,1,17,143,21,2,51,0.498,0.32799999999999996,0.8260000000000001,0.2876712328767123
684,100,문규현,2010,0.237,80,173,18,41,30,8,0,3,58,15,4,40,0.335,0.308,0.643,0.2923076923076923
685,100,문규현,2011,0.242,125,327,40,79,61,13,3,2,104,28,7,60,0.318,0.312,0.63,0.29056603773584905
686,100,문규현,2012,0.205,105,244,17,50,40,10,0,0,60,13,4,50,0.24600000000000002,0.255,0.501,0.25773195876288657
687,100,문규현,2013,0.23800000000000002,79,101,10,24,22,2,0,0,26,11,0,23,0.257,0.307,0.5640000000000001,0.3076923076923077
688,100,문규현,2014,0.281,77,235,33,66,48,16,0,2,88,26,0,30,0.374,0.35,0.7240000000000001,0.31527093596059114
689,100,문규현,2015,0.245,105,265,24,65,50,12,1,2,85,14,1,39,0.321,0.28300000000000003,0.604,0.28125
690,100,문규현,2016,0.272,120,316,38,86,72,10,0,4,108,29,1,39,0.342,0.33299999999999996,0.675,0.30036630036630035
691,100,문규현,2017,0.27,110,304,38,82,59,15,2,6,119,10,2,42,0.391,0.295,0.6859999999999999,0.296875
692,100,문규현,2018,0.275,122,316,42,87,61,19,1,6,126,18,0,45,0.39899999999999997,0.309,0.708,0.30566037735849055
698,103,민병헌,2007,0.244,119,328,53,80,60,14,3,3,109,28,5,56,0.332,0.308,0.64,0.2862453531598513
700,103,민병헌,2009,0.257,115,261,49,67,48,14,0,5,96,17,6,54,0.368,0.313,0.6809999999999999,0.3069306930693069
703,103,민병헌,2013,0.319,119,383,71,122,85,21,7,9,184,40,7,62,0.48,0.387,0.867,0.36217948717948717
704,103,민병헌,2014,0.345,124,470,85,162,116,31,3,12,235,37,6,63,0.5,0.395,0.895,0.379746835443038
705,103,민병헌,2015,0.303,129,491,80,149,115,20,2,12,209,50,8,74,0.426,0.373,0.7989999999999999,0.33827160493827163
706,103,민병헌,2016,0.325,134,511,98,166,115,31,4,16,253,48,15,91,0.495,0.396,0.8909999999999999,0.3712871287128713
707,103,민병헌,2017,0.304,123,447,73,136,101,21,0,14,199,47,19,74,0.445,0.389,0.8340000000000001,0.3398328690807799
708,103,민병헌,2018,0.318,118,443,74,141,103,21,0,17,213,35,8,68,0.48100000000000004,0.374,0.855,0.3463687150837989
712,104,박건우,2015,0.342,70,158,31,54,37,12,0,5,81,12,3,29,0.513,0.39899999999999997,0.912,0.3951612903225806
713,104,박건우,2016,0.335,132,484,95,162,102,36,4,20,266,38,9,86,0.55,0.39,0.94,0.37566137566137564
714,104,박건우,2017,0.366,131,483,91,177,115,40,2,20,281,41,10,64,0.5820000000000001,0.424,1.006,0.39348370927318294
715,104,박건우,2018,0.326,125,488,79,159,117,24,6,12,231,28,10,65,0.473,0.373,0.846,0.35766423357664234
716,105,박경수,2003,0.273,84,172,14,47,34,10,2,1,64,17,4,38,0.3720000000000001,0.35100000000000003,0.723,0.3458646616541353
717,105,박경수,2004,0.268,92,328,50,88,67,15,0,6,121,40,13,72,0.369,0.3670000000000001,0.736,0.328
718,105,박경수,2005,0.171,35,105,13,18,14,2,0,2,26,18,3,32,0.248,0.307,0.5549999999999999,0.22535211267605634
719,105,박경수,2006,0.21,107,329,32,69,55,6,2,6,97,36,4,72,0.295,0.293,0.588,0.250996015936255
720,105,박경수,2007,0.23800000000000002,115,248,32,59,45,8,3,3,82,33,5,42,0.331,0.33799999999999997,0.669,0.27586206896551724
721,105,박경수,2008,0.259,116,367,46,95,75,11,1,8,132,37,7,65,0.36,0.33,0.69,0.29591836734693877
722,105,박경수,2009,0.23800000000000002,106,269,45,64,44,12,0,8,100,54,7,55,0.3720000000000001,0.377,0.7490000000000001,0.27184466019417475
723,105,박경수,2010,0.26,80,231,33,60,36,21,0,3,90,30,16,52,0.39,0.381,0.7709999999999999,0.32386363636363635
724,105,박경수,2011,0.22699999999999998,111,317,36,72,56,11,1,4,97,48,7,66,0.306,0.33799999999999997,0.644,0.27530364372469635
725,105,박경수,2014,0.228,87,162,33,37,28,6,1,2,51,25,5,33,0.315,0.344,0.659,0.2755905511811024
726,105,박경수,2015,0.284,137,440,75,125,72,30,1,22,223,74,13,115,0.507,0.39899999999999997,0.9059999999999999,0.33993399339933994
727,105,박경수,2016,0.313,121,402,64,126,83,22,1,20,210,65,5,80,0.522,0.41200000000000003,0.934,0.3509933774834437
728,105,박경수,2017,0.262,131,442,62,116,73,27,1,15,190,57,6,118,0.43,0.35200000000000004,0.782,0.3268608414239482
729,105,박경수,2018,0.262,135,458,65,120,74,21,0,25,216,58,9,129,0.47200000000000003,0.354,0.826,0.3125
748,109,박기혁,2002,0.243,66,136,15,33,27,6,0,0,39,9,0,38,0.287,0.29,0.5770000000000001,0.336734693877551
749,109,박기혁,2003,0.24600000000000002,95,281,34,69,53,10,2,4,95,20,2,42,0.33799999999999997,0.298,0.636,0.2765957446808511
750,109,박기혁,2004,0.203,131,340,35,69,54,7,2,6,98,30,3,75,0.28800000000000003,0.273,0.5609999999999999,0.24324324324324326
751,109,박기혁,2005,0.278,114,335,44,93,74,13,3,3,121,36,1,61,0.361,0.349,0.71,0.33210332103321033
752,109,박기혁,2006,0.252,117,310,26,78,64,14,0,0,92,33,3,53,0.297,0.32899999999999996,0.626,0.3035019455252918
753,109,박기혁,2007,0.222,108,266,26,59,49,8,1,1,72,34,3,44,0.271,0.313,0.5840000000000001,0.26244343891402716
754,109,박기혁,2008,0.29100000000000004,113,351,47,102,87,13,1,1,120,40,2,47,0.342,0.364,0.706,0.3333333333333333
755,109,박기혁,2009,0.217,109,299,32,65,54,10,1,0,77,28,1,61,0.258,0.28300000000000003,0.5409999999999999,0.27310924369747897
756,109,박기혁,2010,0.21600000000000005,48,153,10,33,30,3,0,0,36,6,1,18,0.235,0.248,0.483,0.24444444444444444
759,109,박기혁,2015,0.28,126,300,27,84,69,13,1,1,102,30,3,84,0.34,0.35,0.69,0.386046511627907
760,109,박기혁,2016,0.273,117,308,36,84,69,13,0,2,103,27,1,53,0.33399999999999996,0.331,0.665,0.3241106719367589
761,109,박기혁,2017,0.23800000000000002,97,235,22,56,42,11,1,2,75,16,2,51,0.319,0.289,0.608,0.2967032967032967
762,109,박기혁,2018,0.214,98,173,17,37,30,6,0,1,46,13,2,50,0.266,0.272,0.5379999999999999,0.29508196721311475
775,111,박동원,2014,0.253,76,174,32,44,29,7,2,6,73,13,5,41,0.42,0.321,0.741,0.2992125984251969
776,111,박동원,2015,0.266,127,379,47,101,74,12,1,14,157,37,9,93,0.414,0.33899999999999997,0.753,0.31985294117647056
777,111,박동원,2016,0.248,127,411,44,102,62,25,1,14,171,27,7,93,0.41600000000000004,0.304,0.72,0.2894736842105263
778,111,박동원,2017,0.27,103,256,33,69,49,9,0,11,111,17,3,56,0.434,0.32,0.754,0.30687830687830686
779,111,박동원,2018,0.248,39,117,19,29,20,3,0,6,50,9,0,25,0.4270000000000001,0.302,0.7290000000000001,0.26744186046511625
781,112,박민우,2014,0.298,118,416,87,124,93,21,9,1,166,56,11,89,0.39899999999999997,0.392,0.7909999999999999,0.3773006134969325
782,112,박민우,2015,0.304,141,520,111,158,118,31,6,3,210,73,14,108,0.40399999999999997,0.39899999999999997,0.8029999999999999,0.37897310513447435
783,112,박민우,2016,0.34299999999999997,121,435,84,149,124,16,6,3,186,55,8,70,0.428,0.42,0.848,0.40331491712707185
784,112,박민우,2017,0.363,106,388,84,141,109,25,4,3,183,46,11,51,0.47200000000000003,0.441,0.9129999999999999,0.41317365269461076
785,112,박민우,2018,0.324,115,411,68,133,101,22,5,5,180,32,10,51,0.43799999999999994,0.38299999999999995,0.821,0.36056338028169016
786,113,박병호,2005,0.19,79,163,22,31,17,11,0,3,51,12,6,48,0.313,0.265,0.5780000000000001,0.25
787,113,박병호,2006,0.162,48,130,7,21,14,2,0,5,38,9,2,42,0.292,0.22699999999999998,0.519,0.1927710843373494
788,113,박병호,2009,0.218,68,188,28,41,25,7,0,9,75,20,4,70,0.39899999999999997,0.305,0.7040000000000001,0.29357798165137616
789,113,박병호,2010,0.188,78,160,25,30,19,4,0,7,55,26,2,55,0.344,0.305,0.649,0.23469387755102042
790,113,박병호,2011,0.254,66,201,31,51,25,11,2,13,105,26,2,76,0.522,0.34299999999999997,0.865,0.3392857142857143
791,113,박병호,2012,0.29,133,469,76,136,71,34,0,31,263,73,11,111,0.561,0.39299999999999996,0.954,0.3211009174311927
792,113,박병호,2013,0.318,128,450,91,143,89,17,0,37,271,92,8,96,0.602,0.4370000000000001,1.0390000000000001,0.334384858044164
793,113,박병호,2014,0.303,128,459,126,139,69,16,2,52,315,96,12,142,0.6859999999999999,0.433,1.119,0.3283018867924528
794,113,박병호,2015,0.34299999999999997,140,528,129,181,92,35,1,53,377,78,12,161,0.7140000000000001,0.436,1.15,0.40764331210191085
795,113,박병호,2018,0.345,113,400,88,138,75,20,0,43,287,68,17,114,0.718,0.457,1.175,0.39094650205761317
799,115,박석민,2008,0.27899999999999997,126,416,65,116,74,27,1,14,187,61,12,84,0.45,0.385,0.835,0.32075471698113206
800,115,박석민,2009,0.285,97,295,63,84,43,17,0,24,173,54,17,66,0.586,0.41600000000000004,1.002,0.2926829268292683
801,115,박석민,2010,0.303,112,356,58,108,75,18,0,15,171,76,15,84,0.48,0.44,0.92,0.36186770428015563
802,115,박석민,2011,0.278,128,457,74,127,85,24,3,15,202,59,13,105,0.442,0.374,0.8160000000000001,0.3323442136498516
803,115,박석민,2012,0.312,127,443,79,138,93,19,3,23,232,72,27,83,0.524,0.433,0.957,0.34124629080118696
804,115,박석민,2013,0.318,117,396,61,126,84,24,0,18,204,54,21,73,0.515,0.425,0.94,0.3540983606557377
805,115,박석민,2014,0.315,110,356,77,112,64,21,0,27,214,54,12,62,0.601,0.419,1.02,0.31835205992509363
806,115,박석민,2015,0.321,135,448,90,144,93,25,0,26,247,83,19,97,0.551,0.441,0.992,0.3630769230769231
807,115,박석민,2016,0.307,126,427,77,131,79,20,0,32,247,56,16,95,0.578,0.40399999999999997,0.982,0.33
808,115,박석민,2017,0.245,101,319,43,78,49,15,0,14,135,50,13,92,0.423,0.369,0.792,0.3004694835680751
809,115,박석민,2018,0.255,103,318,40,81,50,14,1,16,145,39,15,80,0.456,0.36,0.8160000000000001,0.2927927927927928
812,116,박세혁,2016,0.209,87,172,26,36,25,5,1,5,58,22,2,45,0.337,0.302,0.639,0.2540983606557377
813,116,박세혁,2017,0.284,97,201,41,57,44,8,0,5,80,19,5,44,0.39799999999999996,0.354,0.752,0.34210526315789475
814,116,박세혁,2018,0.282,89,170,37,48,33,12,0,3,69,16,4,55,0.406,0.35600000000000004,0.762,0.4017857142857143
818,117,박승욱,2017,0.203,73,158,25,32,24,3,2,3,48,16,4,57,0.304,0.29100000000000004,0.595,0.29591836734693877
827,119,박용택,2002,0.28800000000000003,112,375,68,108,65,28,6,9,175,38,6,109,0.467,0.359,0.8260000000000001,0.3852140077821012
828,119,박용택,2003,0.257,133,494,68,127,89,21,6,11,193,40,9,83,0.391,0.321,0.7120000000000001,0.29
829,119,박용택,2004,0.3,109,393,51,118,85,15,2,16,185,32,3,68,0.47100000000000003,0.35700000000000004,0.828,0.3300970873786408
830,119,박용택,2005,0.28,126,472,90,132,91,25,1,15,204,43,5,98,0.4320000000000001,0.344,0.7759999999999999,0.32590529247910865
831,119,박용택,2006,0.294,126,476,69,140,95,26,3,16,220,50,2,93,0.462,0.361,0.823,0.33787465940054495
832,119,박용택,2007,0.278,126,479,69,133,91,24,4,14,207,43,1,83,0.4320000000000001,0.335,0.767,0.31151832460732987
833,119,박용택,2008,0.257,96,334,39,86,70,12,2,2,108,34,1,55,0.32299999999999995,0.325,0.648,0.30324909747292417
834,119,박용택,2009,0.3720000000000001,111,452,91,168,114,31,5,18,263,36,6,63,0.5820000000000001,0.41700000000000004,0.999,0.40431266846361186
835,119,박용택,2010,0.3,107,370,62,111,81,21,0,9,159,38,5,64,0.43,0.3720000000000001,0.802,0.3434343434343434
836,119,박용택,2011,0.302,115,414,57,125,88,21,1,15,193,26,5,71,0.466,0.34700000000000003,0.813,0.3353658536585366
837,119,박용택,2012,0.305,127,499,82,152,104,34,3,11,225,42,7,66,0.451,0.36200000000000004,0.813,0.3341232227488152
838,119,박용택,2013,0.32799999999999996,125,476,79,156,123,22,4,7,207,52,4,71,0.435,0.39299999999999996,0.8280000000000001,0.3743718592964824
839,119,박용택,2014,0.34299999999999997,124,464,71,159,124,24,2,9,214,75,1,65,0.461,0.43,0.8909999999999999,0.38461538461538464
840,119,박용택,2015,0.326,128,487,66,159,111,28,2,18,245,34,4,73,0.503,0.37,0.873,0.3560606060606061
841,119,박용택,2016,0.34600000000000003,138,509,84,176,141,24,0,11,233,58,4,71,0.45799999999999996,0.41200000000000003,0.87,0.3864168618266979
842,119,박용택,2017,0.344,138,509,83,175,136,23,2,14,244,72,6,88,0.479,0.424,0.903,0.3955773955773956
843,119,박용택,2018,0.303,134,524,89,159,105,38,1,15,244,47,5,107,0.466,0.36200000000000004,0.8280000000000001,0.3582089552238806
846,123,박정권,2007,0.221,100,208,26,46,28,12,2,4,74,15,2,50,0.35600000000000004,0.28,0.636,0.2727272727272727
847,123,박정권,2008,0.26,56,127,15,33,25,4,1,3,48,11,0,23,0.37799999999999995,0.319,0.6970000000000001,0.297029702970297
848,123,박정권,2009,0.276,131,446,70,123,71,27,0,25,225,51,4,91,0.504,0.354,0.858,0.296969696969697
849,123,박정권,2010,0.306,124,431,76,132,91,19,4,18,213,63,5,89,0.494,0.39799999999999996,0.892,0.35185185185185186
850,123,박정권,2011,0.252,122,453,54,114,78,21,2,13,178,42,3,103,0.39299999999999996,0.317,0.71,0.2997032640949555
851,123,박정권,2012,0.255,122,416,61,106,75,18,1,12,162,43,4,80,0.389,0.32799999999999996,0.7170000000000001,0.29012345679012347
852,123,박정권,2013,0.292,110,363,56,106,67,20,1,18,182,64,1,79,0.501,0.39399999999999996,0.895,0.3308270676691729
853,123,박정권,2014,0.31,120,452,81,140,78,33,2,27,258,41,2,106,0.5710000000000001,0.3670000000000001,0.938,0.3542319749216301
854,123,박정권,2015,0.281,124,438,66,123,79,23,0,21,209,46,4,119,0.47700000000000004,0.353,0.83,0.3422818791946309
855,123,박정권,2016,0.27699999999999997,125,422,59,117,79,17,3,18,194,35,5,99,0.46,0.337,0.797,0.32459016393442625
856,123,박정권,2017,0.256,118,305,37,78,47,14,1,16,142,30,5,78,0.466,0.32799999999999996,0.794,0.2938388625592417
858,124,박정음,2016,0.309,98,223,45,69,57,5,3,4,92,30,3,52,0.413,0.395,0.8079999999999999,0.38922155688622756
859,124,박정음,2017,0.243,81,140,26,34,27,4,1,2,46,9,8,39,0.32899999999999996,0.32299999999999995,0.652,0.32323232323232326
885,126,박준태,2018,0.228,85,123,32,28,17,5,1,5,50,13,9,37,0.40700000000000003,0.345,0.752,0.2839506172839506
886,127,박지규,2015,0.205,102,171,22,35,26,8,1,0,45,10,3,49,0.263,0.259,0.522,0.28688524590163933
913,131,박한이,2001,0.27899999999999997,130,420,77,117,76,25,3,13,187,60,12,60,0.445,0.384,0.8290000000000001,0.29971181556195964
914,131,박한이,2002,0.272,133,504,89,137,101,24,2,10,195,60,6,79,0.387,0.355,0.742,0.3060240963855422
915,131,박한이,2003,0.322,133,528,113,170,123,34,1,12,242,63,8,55,0.45799999999999996,0.39899999999999997,0.857,0.34273318872017355
916,131,박한이,2004,0.31,132,503,81,156,112,26,2,16,234,69,5,57,0.465,0.397,0.8620000000000001,0.32558139534883723
917,131,박한이,2005,0.295,123,471,62,139,109,21,0,9,187,55,9,51,0.397,0.377,0.774,0.31630170316301703
918,131,박한이,2006,0.285,126,471,89,134,105,21,2,6,177,80,6,62,0.376,0.39299999999999996,0.769,0.3176178660049628
919,131,박한이,2007,0.267,123,479,68,128,113,12,1,2,148,67,4,47,0.309,0.359,0.6679999999999999,0.2930232558139535
920,131,박한이,2008,0.316,104,370,57,117,94,17,2,4,150,63,1,37,0.405,0.414,0.8190000000000001,0.3434650455927052
921,131,박한이,2009,0.311,110,334,48,104,71,29,2,2,143,50,1,44,0.428,0.39899999999999997,0.8270000000000001,0.3541666666666667
922,131,박한이,2010,0.301,128,379,64,114,80,21,2,11,172,73,3,54,0.45399999999999996,0.413,0.867,0.32802547770700635
923,131,박한이,2011,0.256,121,429,77,110,85,19,2,4,145,60,5,88,0.33799999999999997,0.353,0.6910000000000001,0.314540059347181
924,131,박한이,2012,0.304,111,388,61,118,94,19,4,1,148,58,1,72,0.381,0.39299999999999996,0.774,0.37142857142857144
925,131,박한이,2013,0.284,112,394,56,112,91,12,3,6,148,51,1,74,0.376,0.366,0.742,0.3375796178343949
926,131,박한이,2014,0.331,125,472,83,156,123,22,2,9,209,61,5,74,0.44299999999999995,0.409,0.852,0.37789203084832906
927,131,박한이,2015,0.3,94,367,62,110,78,17,4,11,168,53,1,63,0.45799999999999996,0.389,0.847,0.3378839590443686
928,131,박한이,2016,0.301,110,349,57,105,70,21,0,14,168,40,2,72,0.48100000000000004,0.3720000000000001,0.853,0.34600760456273766
929,131,박한이,2017,0.263,68,118,14,31,18,9,0,4,52,13,0,33,0.441,0.33299999999999996,0.774,0.3333333333333333
930,131,박한이,2018,0.284,114,342,47,97,71,16,0,10,143,43,0,91,0.418,0.363,0.7809999999999999,0.36099585062240663
932,132,박해민,2014,0.297,119,310,65,92,76,11,4,1,114,37,6,45,0.368,0.381,0.7490000000000001,0.3446969696969697
933,132,박해민,2015,0.293,144,525,96,154,125,22,7,0,190,56,2,126,0.36200000000000004,0.36200000000000004,0.7240000000000001,0.38596491228070173
934,132,박해민,2016,0.3,141,564,109,169,127,26,12,4,231,49,3,87,0.41,0.35700000000000004,0.7669999999999999,0.3488372093023256
935,132,박해민,2017,0.284,144,570,96,162,122,25,8,7,224,50,1,78,0.39299999999999996,0.33799999999999997,0.7310000000000001,0.31958762886597936
936,132,박해민,2018,0.299,144,576,114,172,123,30,10,9,249,56,3,99,0.4320000000000001,0.36,0.792,0.3482905982905983
941,133,박헌도,2015,0.248,108,218,31,54,33,13,0,8,91,37,7,52,0.41700000000000004,0.371,0.7879999999999999,0.2911392405063291
943,133,박헌도,2017,0.257,56,113,19,29,21,4,0,4,45,14,3,27,0.39799999999999996,0.354,0.752,0.3048780487804878
946,134,배영섭,2011,0.294,99,340,51,100,83,15,0,2,121,29,9,47,0.35600000000000004,0.363,0.7190000000000001,0.33676975945017185
947,134,배영섭,2012,0.245,122,412,64,101,82,15,2,2,126,48,9,69,0.306,0.335,0.6409999999999999,0.2903225806451613
948,134,배영섭,2013,0.295,113,393,66,116,94,16,4,2,146,52,20,62,0.3720000000000001,0.402,0.774,0.3465045592705167
950,134,배영섭,2016,0.266,93,323,53,86,65,17,0,4,115,51,5,42,0.35600000000000004,0.374,0.73,0.296028880866426
951,134,배영섭,2017,0.303,92,218,39,66,48,11,1,6,97,19,3,44,0.445,0.365,0.81,0.35714285714285715
952,134,배영섭,2018,0.245,69,147,15,36,30,6,0,0,42,16,3,35,0.28600000000000003,0.331,0.617,0.32142857142857145
963,137,백상원,2016,0.28800000000000003,132,445,60,128,103,19,3,3,162,51,4,69,0.364,0.361,0.725,0.3351206434316354
968,139,백용환,2015,0.23399999999999999,65,154,22,36,20,6,0,10,72,19,1,47,0.46799999999999997,0.316,0.784,0.26804123711340205
969,139,백용환,2016,0.195,80,174,12,34,23,7,0,4,53,19,1,52,0.305,0.276,0.581,0.2542372881355932
977,140,백창수,2017,0.327,52,101,15,33,20,9,0,4,54,12,4,18,0.535,0.41200000000000003,0.947,0.3670886075949367
978,140,백창수,2018,0.243,70,152,21,37,18,15,1,3,63,12,4,36,0.414,0.314,0.728,0.3008849557522124
985,144,서건창,2012,0.266,127,433,70,115,83,21,10,1,159,45,7,43,0.3670000000000001,0.342,0.7090000000000001,0.2930591259640103
986,144,서건창,2013,0.266,86,316,53,84,69,13,2,0,101,33,11,29,0.32,0.35200000000000004,0.6719999999999999,0.2926829268292683
987,144,서건창,2014,0.37,128,543,135,201,136,41,17,7,297,59,8,47,0.547,0.43799999999999994,0.985,0.3967280163599182
988,144,서건창,2015,0.298,85,312,52,93,62,24,4,3,134,42,1,24,0.429,0.381,0.81,0.3157894736842105
989,144,서건창,2016,0.325,140,560,111,182,138,30,7,7,247,69,10,58,0.441,0.406,0.847,0.35353535353535354
990,144,서건창,2017,0.332,139,539,87,179,142,28,3,6,231,67,1,68,0.429,0.40299999999999997,0.8320000000000001,0.3720430107526882
991,144,서건창,2018,0.34,37,141,28,48,36,12,0,0,60,12,3,19,0.426,0.39899999999999997,0.825,0.39344262295081966
998,145,서동욱,2011,0.267,112,303,42,81,62,11,1,7,115,33,8,90,0.38,0.35200000000000004,0.732,0.3592233009708738
999,145,서동욱,2012,0.21600000000000005,103,273,32,59,47,9,3,0,74,32,7,78,0.271,0.312,0.583,0.30256410256410254
1000,145,서동욱,2013,0.261,104,218,27,57,38,12,1,6,89,30,3,52,0.408,0.35600000000000004,0.764,0.31875
1002,145,서동욱,2015,0.233,55,103,14,24,16,5,0,3,38,11,3,45,0.369,0.325,0.6940000000000001,0.38181818181818183
1003,145,서동욱,2016,0.292,124,411,73,120,71,30,3,16,204,60,5,108,0.496,0.386,0.882,0.3623693379790941
1004,145,서동욱,2017,0.282,125,319,49,90,61,21,1,7,134,33,3,86,0.42,0.35200000000000004,0.772,0.3672566371681416
1007,146,서상우,2015,0.34,58,159,29,54,40,8,0,6,80,9,3,31,0.503,0.386,0.889,0.39344262295081966
1008,146,서상우,2016,0.252,56,111,18,28,19,5,0,4,45,25,1,37,0.405,0.39399999999999996,0.799,0.34285714285714286
1015,148,손시헌,2003,0.22,59,141,16,31,26,4,0,1,38,6,1,23,0.27,0.257,0.527,0.2564102564102564
1016,148,손시헌,2004,0.231,122,347,45,80,56,20,2,2,110,30,6,56,0.317,0.298,0.615,0.2698961937716263
1017,148,손시헌,2005,0.276,126,416,59,115,88,18,5,4,155,48,4,59,0.373,0.35200000000000004,0.725,0.31444759206798867
1018,148,손시헌,2006,0.267,126,404,29,108,86,16,4,2,138,35,10,48,0.342,0.33899999999999997,0.6809999999999999,0.2994350282485876
1019,148,손시헌,2009,0.289,121,412,56,119,83,22,3,11,180,42,12,67,0.4370000000000001,0.369,0.8059999999999999,0.32335329341317365
1020,148,손시헌,2010,0.273,128,433,51,118,90,19,1,8,163,46,7,64,0.376,0.35,0.726,0.3047091412742382
1021,148,손시헌,2011,0.282,92,298,39,84,69,10,1,4,108,37,9,44,0.36200000000000004,0.37799999999999995,0.74,0.32
